index,order_id,order_value,order_items_count,customer_id,created_timestamp_local,has_instruction,logistics_dropoff_distance,delivery_postal_code,delivery_geohash_precision8,has_phone_number,has_call_instruction,has_leave_instruction,has_lift_instruction,has_lobby_instruction,has_gate_instruction,has_knock_instruction,has_bell_instruction,hour,is_w21xz,is_w23b7
1951,n7no-61rb,54.51,10,r8gsu7qs,2021-03-30T03:53:14,True,214.6504102507,670181,w21zc5jf,False,False,True,False,False,True,True,True,3,False,False
1953,x1sy-60y4,33.8,11,sgdtf6wl,2021-03-10T13:18:52,False,43.9034513371,,w23b4r4m,False,False,False,False,False,False,False,False,13,False,False
1954,y5qw-ma48,40.15,10,sgf081em,2021-03-05T23:45:48,True,17.1113413983,519291,w21zv5xk,False,False,False,False,False,False,False,False,23,False,False
1955,n7no-osxe,68.0,15,s5fes5pl,2021-03-06T15:19:12,True,25.1703894297,670275,w21zc6wk,False,False,False,False,False,False,False,False,15,False,False
1956,z9vb-lvz3,20.9,10,v6nbe0ku,2021-03-26T15:29:31,True,64.1780285774,733694,w23b4juz,False,False,False,False,False,True,False,False,15,False,False
1957,y9zp-jtcd,88.8,18,k2bil3jh,2021-03-29T17:43:11,True,42.9056726534,120706,w21z3jvk,False,False,False,False,False,False,False,False,17,False,False
1958,x5ht-vgyz,34.8,10,l5tlq2sv,2021-03-11T13:02:27,True,20.8456014911,808005,w21zg7y4,False,False,False,False,False,False,False,False,13,False,False
1959,y2xz-tukv,60.45,13,sgrqp1tj,2021-03-24T00:51:32,True,14.3794319082,229622,w21z6vwc,False,False,False,False,False,False,False,True,0,False,False
1960,w0hv-q2un,30.0,13,i5avj0ci,2021-03-02T13:51:14,True,64.2931365332,545203,w21zuhwu,False,False,False,False,False,False,False,False,13,False,False
1961,n7no-6cx5,64.99,10,l8oah8pj,2021-03-21T22:27:10,True,47.6923719785,729908,w23b107t,False,False,False,False,False,False,False,False,22,False,False
1962,h1fq-30rj,24.8,11,sg1j0gly,2021-03-08T12:10:07,True,31.6316052561,508708,w21zvfq4,False,False,False,False,False,False,False,False,12,False,False
1963,r9tf-3b9u,21.25,13,e2fpm5eh,2021-03-23T16:53:40,True,36.1729965415,238010,w21z6gq7,False,False,False,False,False,False,False,False,16,False,False
1964,x0qd-nekj,40.1,11,sgzmm8vw,2021-03-26T14:11:41,True,48.5940621006,768098,w23b4tzs,False,False,False,False,False,False,False,False,14,False,False
1965,x7px-iam8,80.92,10,w2kld9nq1,2021-03-21T18:22:00,True,9.4136868871,643183,w21xxvwb,False,False,False,False,False,False,False,True,18,False,False
1966,w4qt-z0gu,38.2,11,p1mwe3ho,2021-03-07T16:36:29,False,23.0926085705,329901,w21zdcxc,False,False,False,False,False,False,False,False,16,False,False
1967,x9jx-mdoc,126.0,15,sgcy40c5,2021-03-28T13:11:15,True,157.124006558,408564,w21zs1rp,False,False,False,False,True,False,False,False,13,False,False
1968,y9zp-2ko5,31.89,11,sg1mf54i,2021-03-02T18:05:10,True,5.9475287382,597631,w21z980c,False,False,True,False,False,False,False,False,18,False,False
1969,y9zp-ub21,51.89,10,m0ebi0go,2021-03-07T10:39:54,True,45.6242125704,140096,w21z6jc9,False,False,False,False,False,False,False,False,10,False,False
1971,x8yk-kl5k,51.4,10,i8gea4ld,2021-03-15T07:52:06,True,20.3172140083,760327,w23b4urc,False,False,False,False,False,False,False,False,7,False,False
1972,b8ds-yioh,40.79,10,i6eqf2qo,2021-03-13T16:41:49,True,49.8647925358,823173,w21zuw1x,False,False,False,False,False,False,False,False,16,False,False
1973,x6qu-x33d,59.65,21,sgsk141g,2021-03-27T10:58:10,False,59.4220734235,589650,w21z9dyf,False,False,False,False,False,False,False,False,10,False,False
1974,x9mt-umjh,129.1,10,sgcailhk,2021-03-05T16:45:02,True,8.056423211,554871,w21zex9t,False,False,False,False,False,False,False,True,16,False,False
1975,x3yw-8yjg,43.4,19,sghtz0rn,2021-03-06T12:57:33,False,35.0916973469,,w21zu6g6,False,False,False,False,False,False,False,False,12,False,False
1976,i1cb-s3xo,90.7,21,sgycg0ua,2021-03-02T21:40:40,True,6.025657711,489864,w21zt3z8,False,False,False,False,False,False,False,False,21,False,False
1977,x1lt-emr8,41.64,13,sgfjr6qm,2021-03-12T20:34:42,True,34.0724605523,329568,w21ze02k,False,False,False,False,False,False,False,False,20,False,False
1978,b8ds-ajmx,40.33,11,p1jcp4zf,2021-03-14T07:38:04,True,31.5006699798,823617,w21zux4x,False,False,False,False,False,True,False,False,7,False,False
1979,y5qw-q02x,47.24,15,s5fvg1qs,2021-03-20T13:11:47,True,64.36346081,,w21zv3ek,False,False,False,False,False,False,False,True,13,False,False
1980,i1cb-k6g9,50.22,10,f6ntm5az,2021-03-13T13:39:18,True,37.1905375974,460035,w21zt0yc,False,False,False,False,False,False,False,False,13,False,False
1981,x1lt-uod3,24.7,10,sg6qu4tn,2021-03-05T15:21:57,True,8.9754533025,257878,w21z6xjw,False,False,False,False,False,False,False,False,15,False,False
1982,d3nr-quey,35.75,10,p0zhq0qf9,2021-03-21T12:05:31,True,38.821308166,530435,w21zu4uc,False,False,False,True,False,False,False,False,12,False,False
1983,l4ae-f17w,29.85,11,x8uzf4zr,2021-03-15T18:39:22,True,8.1593117781,670449,w21zc7uw,False,False,False,False,False,False,False,False,18,False,False
1984,x8yk-dz5b,45.5,11,b3apw4hc,2021-03-01T18:22:59,True,46.7202425523,760148,w23b4u8m,False,False,False,True,False,False,False,False,18,False,False
1985,e8jn-innw,56.7,25,a5mjb0jh,2021-03-02T16:02:20,True,25.6518373197,570026,w21zdyy6,False,False,False,False,False,False,False,False,16,False,False
1986,y2sf-w7uy,28.39,11,f8scw2jg,2021-03-10T05:22:59,True,33.2335968972,637121,w21xxqvf,False,False,False,False,True,False,False,False,5,False,False
1987,x6qu-sbut,43.81,11,r2jzq3ez,2021-03-17T12:45:47,True,31.3185916551,650333,w21zbb6d,False,False,False,False,False,False,False,False,12,False,False
1988,y9hz-edwz,358.79,10,sgisc1vs,2021-03-05T19:03:40,True,88.6427771117,085601,w21z6bqx,False,False,False,False,False,False,False,True,19,False,False
1989,y2sf-s45d,48.7,11,sgjvn3mh,2021-03-17T11:01:37,False,9.6968623092,642271,w21xxvg5,False,False,False,False,False,False,False,False,11,False,False
1990,xhfy-v8rz,24.3,11,r4fyy5ce,2021-03-21T09:45:21,True,15.9172885157,750467,w23b627s,False,False,False,False,False,False,False,False,9,False,False
1991,a0py-n8fc,16.9,12,sgihg8vd,2021-03-04T22:48:10,True,15.5591101344,207528,w21z7q77,False,False,False,False,False,False,False,False,22,False,False
1992,x8aq-8205,20.0,11,k7kbj9gw,2021-03-09T17:32:54,True,53.1086262445,207229,w21z7qfb,False,False,False,False,True,False,False,False,17,False,False
1993,y5qw-4ido,32.6,10,sgipr7pm,2021-03-03T06:11:45,False,37.7434790887,510641,w21zv4wd,False,False,False,False,False,False,False,False,6,False,False
1994,v1zv-e6us,23.7,16,b7hli0wr,2021-03-05T16:53:19,True,52.2115280343,460132,w21zt1sq,False,False,False,False,False,False,False,False,16,False,False
1995,b8ds-x5z4,38.9,13,s3xrl6na,2021-03-11T20:12:39,True,84.1370416162,541225,w21zuk8e,False,False,False,False,False,False,False,False,20,False,False
1997,d3nr-zcjt,44.3,10,sgnuk758,2021-03-07T17:34:47,True,479.048870475,554773,w21zet9s,False,False,False,False,False,False,False,False,17,False,False
1998,x8yk-xmsj,130.58,13,b5vlg4ut,2021-03-04T18:05:25,True,35.6194673145,754115,w23b4xnn,False,False,False,False,False,False,False,False,18,False,False
1999,y4wv-qnmz,48.8,10,k9wnd3mm,2021-03-16T11:19:09,True,15.1152040215,149544,w21z3vqw,False,False,False,False,False,False,False,False,11,False,False
2001,x6qu-loer,46.35,15,sgvge3jx,2021-03-15T10:43:51,True,49.466138031,659247,w21z8ywm,False,False,False,False,False,False,False,False,10,False,False
2002,i1cb-a3m1,19.7,10,sgmlg4of,2021-03-10T22:17:54,True,247.5042795986,465538,w21zt3gf,False,False,False,False,False,False,False,False,22,False,False
2003,x8yk-bnr4,52.67,18,f6hzl5kd,2021-03-16T19:29:03,True,64.4662872381,760798,w23b4f2f,False,False,False,False,False,False,True,True,19,False,False
2004,x5dx-cfve,51.81,15,sgapzscv,2021-03-29T12:30:43,True,24.8349539569,400352,w21zs330,False,False,False,False,False,False,True,False,12,False,False
2005,x8yk-hn32,99.7,10,v0lfa1nz,2021-03-17T23:15:57,True,60.4482106795,768160,w23b4vx5,False,False,False,False,False,False,False,False,23,False,False
2006,y7db-tmm9,68.5,14,sg2lml5w,2021-03-04T12:53:47,False,14.9176066971,088445,w21z70bz,False,False,False,False,False,False,False,False,12,False,False
2007,v7eh-ntnd,21.6,12,f4jjc9bd,2021-03-19T00:01:00,True,46.5637078405,510570,w21zv37x,False,False,False,False,False,False,False,False,0,False,False
2008,y2xz-hy2v,196.66,39,t6lnw6nn,2021-03-16T15:08:46,False,26.7470768613,169658,w21z6fwv,False,False,False,False,False,False,False,False,15,False,False
2009,idib-76cc,26.1,11,sg1gi4df,2021-03-26T19:54:45,True,480.866697761,,w21z3hwc,False,False,False,False,True,False,False,False,19,False,False
2010,x0qd-fd9r,29.0,11,e8ttj7ff,2021-03-27T16:06:39,True,27.8845045141,,w23b1yv8,False,False,False,False,False,False,False,False,16,False,False
2011,x1lt-a1vz,35.25,11,sgckjlw9,2021-03-08T10:28:45,True,105.6955956423,,w21ze2xv,False,False,False,False,False,False,False,False,10,False,False
2012,x9lt-wdls,55.5,12,a7gtd9yr,2021-03-04T09:57:46,True,13.4589216138,521161,w21ztmg0,False,False,False,False,False,False,False,False,9,False,False
2013,x3yw-ezxf,18.9,11,sgaqv4hf,2021-03-20T02:07:19,True,88.2015943201,530507,w21zu18q,False,False,False,False,False,False,False,False,2,False,False
2014,x1lt-wolz,45.74,16,sgthm3mz,2021-03-14T14:48:51,True,40.5821523981,228697,w21z7jg9,False,False,True,False,False,False,False,False,14,False,False
2015,y9gr-1ncd,47.9,11,a3hxr7bm,2021-03-27T13:52:44,True,27.2989380897,,w23b4cd0,False,False,False,False,False,False,False,False,13,False,False
2016,x5dx-jm6k,40.75,11,sgfmcrse,2021-03-31T09:40:47,False,34.9090881424,398085,w21zkp53,False,False,False,False,False,False,False,False,9,False,False
2017,x6qu-dnnm,48.1,11,s6vou8vg,2021-03-22T21:10:13,False,83.6575982073,,w21z8zbc,False,False,False,False,False,False,False,False,21,False,False
2018,y5qw-8oal,81.41,12,e9wim3ri,2021-03-23T17:19:16,False,112.4495835366,518184,w21zvdy6,False,False,False,False,False,False,False,False,17,False,False
2019,x8yk-nv3m,41.79,18,r6yds9vz,2021-03-29T21:06:56,True,25.2089504434,760453,w23b54d0,False,False,False,False,False,False,False,False,21,False,False
2020,w9wo-h37j,257.05,28,u1naz4wh,2021-03-11T18:48:14,True,39.6409378051,169204,w21z6934,False,False,False,False,False,False,False,False,18,False,False
2021,y5qw-70ha,44.04,13,z6vtz9eq,2021-03-19T10:46:31,True,56.3976392842,,w21zv0m2,False,False,False,False,False,False,False,False,10,False,False
2022,y2sf-g0fj,68.9,16,r3hkf0ht,2021-03-01T10:59:03,True,27.9327756981,640635,w21xxsqv,False,False,False,False,False,False,False,False,10,False,False
2023,x5dx-g1ap,46.77,14,sg9cqqhp,2021-03-11T09:55:03,False,16.4326463275,370020,w21zs428,False,False,False,False,False,False,False,False,9,False,False
2024,x6qu-emnu,47.5,13,p9mbq7is,2021-03-29T01:45:53,True,29.1382390432,651453,w21z8wnt,False,False,False,False,False,False,False,False,1,False,False
2027,x8yk-ek1r,85.64,21,s8qma4kg,2021-03-18T18:52:18,True,34.6332152286,760397,w23b55gj,False,False,False,False,False,False,False,False,18,False,False
2028,w3rj-mtpu,25.4,11,v2pqk5ct,2021-03-09T18:50:25,True,31.8277573888,510577,w21zv6h4,False,False,False,False,False,False,False,False,18,False,False
2029,b5ik-u5on,21.0,10,sgn6rlkv,2021-03-09T18:24:49,True,16.9414187807,729490,w23b08rv,False,False,False,False,False,False,False,False,18,False,False
2030,y9zp-qcdx,40.2,11,m9gem8wy,2021-03-04T17:35:14,True,8.9171383648,149954,w21z65jm,False,False,False,False,False,False,False,False,17,False,False
2031,a0py-5eu7,22.7,13,u7qul1my,2021-03-05T19:26:11,True,20.592599829,330008,w21z7rts,False,False,False,False,False,False,False,False,19,False,False
2032,x1lt-c8pl,59.85,14,w9rry3bi,2021-03-10T20:06:27,True,88.5783768984,329133,w21ze1e6,False,False,False,False,False,False,False,False,20,False,False
2033,x1lt-v3xy,40.3,11,j6mti1pt,2021-03-16T10:46:44,True,101.1090098551,208766,w21z7qpn,False,False,False,False,False,False,False,False,10,False,False
2034,v9oe-x3w5,171.2,11,sgxha9up,2021-03-06T07:03:12,True,61.9865679705,520141,w21ztscx,False,False,False,False,False,False,False,False,7,False,False
2036,e8jn-qk4b,36.94,10,sgxfz2ux,2021-03-20T19:21:24,True,27.1790870667,560562,w21zg37v,False,False,False,False,False,False,False,False,19,False,False
2037,x1sy-taxk,35.15,11,r2npy3nk,2021-03-30T12:26:04,True,26.5707471198,757093,w23b4qzj,False,False,False,False,False,False,False,False,12,False,False
2038,y2xz-dgk9,60.05,10,sgxwt0ad,2021-03-28T13:39:40,True,48.84058804,239434,w21z6g8u,False,False,False,False,False,False,False,False,13,False,False
2039,y3df-mv29,113.9,12,u3cvw1pd,2021-03-01T09:17:03,True,12.1701451321,150093,w21z66r9,False,False,False,False,False,False,False,False,9,False,False
2040,x8yk-detw,25.35,10,h8rfw5pz,2021-03-05T11:01:18,True,43.3528338174,760657,w23b4fvm,False,False,False,False,False,False,False,False,11,False,False
2041,x5dx-yvre,38.05,12,sgj3hdvi,2021-03-23T17:54:06,True,236.5153048421,,w21z7qwm,False,False,False,False,False,False,False,False,17,False,False
2042,x6qu-scgw,56.9,13,b5ong1zc,2021-03-06T13:51:29,True,10.5928203596,679641,w21zc33s,False,False,False,False,False,True,False,True,13,False,False
2043,y5qw-7qp4,40.05,12,n4zjt7qn,2021-03-13T07:55:46,True,3.7859248904,520396,w21ztwff,False,False,False,False,False,False,False,False,7,False,False
2044,d3nr-71op,54.65,13,sgohy26i,2021-03-22T15:58:31,True,111.973742328,556130,w21zetmn,False,False,False,False,False,False,False,False,15,False,False
2045,y5qw-xicd,62.37,12,sgqmt1wh,2021-03-19T15:17:44,True,5.9206324353,510474,w21zvd69,False,False,False,False,False,False,False,False,15,False,False
2046,b8ds-dts9,116.8,16,g7axn6tf,2021-03-20T15:36:00,True,35.9986272497,791406,w21zgswv,False,False,False,False,False,True,False,False,15,False,False
2047,y9zp-3bt6,79.2,16,sgwqt9bo,2021-03-21T10:44:40,True,29.1169439726,278561,w21z6n9p,False,False,False,False,False,False,False,False,10,False,False
2048,y8nn-q3kn,16.0,10,sgbmdrvl,2021-03-06T19:05:05,False,71.7799142301,768801,w23b4gfs,False,False,False,False,False,False,False,False,19,False,False
2049,y2sf-yw0i,82.82,16,s8mua8il,2021-03-09T08:19:09,True,9.3383748738,640756,w21xxv8e,False,False,False,False,False,False,False,False,8,False,False
2050,y2xz-4omq,56.74,12,sgceg4ia,2021-03-05T13:02:28,True,34.0119386095,166002,w21z6f28,False,False,False,False,False,False,True,False,13,False,False
2051,v3oh-aik4,24.5,13,c0bcz0vw,2021-03-03T19:33:02,True,22.302457125,598719,w21z9q3m,False,False,False,True,True,False,False,False,19,False,False
2053,n7no-6q2w,36.25,15,p1yun5un,2021-03-19T12:05:12,True,10.6765961623,681296,w21zbdty,False,False,False,False,False,False,False,False,12,False,False
2054,d3nr-mk1y,41.4,10,t2fny9ga,2021-03-08T15:43:23,True,50.7803488841,,w21zgc3b,False,False,False,False,False,False,False,False,15,False,False
2055,y9zp-d3u4,46.67,15,j8gra6fr,2021-03-06T16:35:09,True,93.1961775847,249473,w21z6n7k,False,False,False,False,False,True,False,False,16,False,False
2056,y9zp-unf7,70.49,12,sglwj0uq,2021-03-29T10:59:09,True,41.1604677082,149740,w21z65v3,False,False,False,False,False,False,False,False,10,False,False
2057,i1cb-cf6g,39.9,10,v4txn2mq,2021-03-16T16:44:16,True,6.6274629605,,w21zsg8q,False,False,False,False,False,False,False,False,16,False,False
2058,y9zp-3819,130.39,16,sgsuar7o,2021-03-06T14:55:16,True,16.137081278,248785,w21z6s00,False,False,True,False,False,True,False,False,14,False,False
2059,x6qu-zm02,46.57,14,z5dwn1ub,2021-03-22T17:30:06,True,47.0196563067,598734,w21z9qbu,False,False,False,False,False,False,False,False,17,False,False
2060,x8yk-r3xh,59.0,14,g9jgd0uy,2021-03-31T18:19:22,True,21.8444350798,762348,w23b4gz4,False,False,True,False,False,False,True,False,18,False,False
2061,v5qc-ia24,105.75,11,w7ris2bx,2021-03-18T11:26:08,True,8.9911186247,247964,w21z6t9t,False,False,False,True,True,False,False,False,11,False,False
2062,m1sa-tfgj,31.8,12,sgkeujy7,2021-03-08T00:08:57,True,20.231367656,570403,w21zfb15,False,False,False,False,False,False,False,False,0,False,False
2063,y5qw-9rnn,25.85,10,u4xfl9ti,2021-03-08T12:42:22,True,106.4414392374,520347,w21ztwpe,False,False,False,False,False,False,False,False,12,False,False
2064,y2sf-jx8k,48.54,10,t6mcz0qy,2021-03-10T12:04:00,True,21.7220603868,649413,w21z8m03,False,False,False,False,False,False,False,False,12,False,False
2065,x0dn-1nu7,45.35,12,z5wbu3oz,2021-03-02T11:53:27,True,21.7932882523,560625,w21zfgwu,False,False,False,False,False,False,False,False,11,False,False
2066,y6qm-lyee,181.3,13,sg4srgmg,2021-03-05T20:05:09,True,91.2801318794,269971,w21z9bu7,False,False,False,False,False,True,False,True,20,False,False
2067,x1lt-vg70,38.2,13,sgbladni,2021-03-03T19:12:54,False,30.8997749963,328805,w21ze1rb,False,False,False,False,False,False,False,False,19,False,False
2068,x5dx-hor2,43.45,10,i2fvr9pr,2021-03-10T21:59:46,True,18.5316217186,330072,w21ze8sd,False,False,False,False,False,False,False,False,21,False,False
2069,y2sf-p7m4,36.35,13,sgtfy4jw,2021-03-26T16:38:01,True,50.45276901,637658,w21xxq4s,False,False,True,False,False,False,False,False,16,False,False
2070,n7no-skvl,44.99,13,a6ksx5ls,2021-03-22T18:47:05,True,49.3357266597,681689,w21zbzkt,False,False,False,False,False,False,False,False,18,False,False
2071,e8jn-n5vc,25.4,10,d2ncv4pp,2021-03-22T01:07:43,True,27.0381513123,,w21zfgqn,False,False,False,False,False,False,False,False,1,False,False
2072,d3nr-gdcb,53.85,20,sgk6xmqf,2021-03-23T14:07:33,False,98.5574341747,,w21zeum3,False,False,False,False,False,False,False,False,14,False,False
2073,v1zv-bd8j,24.0,11,j2pmc4zn,2021-03-25T00:22:35,True,25.8444209186,478931,w21zt5s5,False,False,False,False,False,False,False,True,0,False,False
2074,b8ds-m2qi,44.02,11,m1yuv7ig,2021-03-10T14:28:57,True,61.2668387982,542119,w21zu7gz,False,False,False,False,False,False,False,False,14,False,False
2075,x8yk-12hb,53.3,12,w1ujl0fn,2021-03-28T16:55:01,True,49.9332782019,762342,w23b5h3s,False,False,False,False,False,False,False,False,16,False,False
2076,y9zp-4guc,73.89,10,p3pay0dc,2021-03-20T13:42:24,True,11.5614947518,140149,w21z65ey,False,False,False,False,False,True,False,False,13,False,False
2077,q0qw-mk77,39.3,27,sgxfpfd2,2021-03-22T20:32:25,True,42.6124657439,357920,w21zee1z,False,False,False,False,False,False,False,False,20,False,False
2078,v7vi-53ap,24.9,12,a0mij5yt,2021-03-30T10:27:16,True,137.0055017496,544886,w21zujsw,False,False,False,False,True,False,False,False,10,False,False
2079,i1cb-0h48,85.05,17,u9khm4po,2021-03-15T16:07:27,True,97.1068746378,469970,w21zmnvv,False,False,False,False,False,False,False,False,16,False,False
2080,n7no-2yz2,50.45,12,z4uoy0km,2021-03-25T01:37:21,True,5.1652259177,682812,w21zbccx,False,False,False,False,False,False,False,False,1,False,False
2081,p6be-svcu,24.8,10,p8sea2vc,2021-03-08T12:51:11,True,149.026977625,756985,w23b4qwr,False,False,False,False,False,False,False,False,12,False,False
2082,x4sc-hqsx,47.7,15,sgtyx7ow,2021-03-31T13:50:53,True,38.674824785,530513,w21zu1f1,False,False,False,False,False,False,False,False,13,False,False
2083,x5dx-0f9x,70.95,11,z8ixd0oh,2021-03-09T18:26:13,True,27.1604713491,339154,w21z7xdk,False,False,False,False,False,False,False,False,18,False,False
2084,rn5d-2712,21.55,24,i0fde2jh,2021-03-29T19:58:29,True,67.4567759204,640755,w21xxv2w,False,False,False,False,False,False,False,False,19,False,False
2085,y2sf-l79v,24.8,13,sgyua4n4,2021-03-11T01:51:04,True,47.3658129962,637635,w21xxqs4,False,False,False,False,False,False,False,False,1,False,False
2086,x8yk-pmt2,34.83,10,sgncu3ml,2021-03-27T13:57:15,True,12.5326592184,759158,w23b4ef2,False,False,False,True,True,False,False,False,13,False,False
2087,i1cb-2cif,27.8,13,sgxrqtjf,2021-03-02T17:58:29,False,20.2776899819,470709,w21zsg46,False,False,False,False,False,False,False,False,17,False,False
2088,y2xz-dzs0,45.6,10,t1qkz6wd,2021-03-05T15:39:46,True,55.1677914069,098622,w21z55dd,False,False,False,False,False,False,False,False,15,False,False
2089,y2xz-tbv7,37.84,11,sgiqq3dt,2021-03-27T14:19:45,True,39.518914767,239347,w21z6gmn,False,False,False,False,False,False,False,False,14,False,False
2090,n7no-822l,56.66,11,j1jci3nb,2021-03-02T21:32:21,False,35.8395686075,682684,w21zbzd6,False,False,False,False,False,False,False,False,21,False,False
2091,x1rx-rwei,137.3,25,t3mfz3os,2021-03-27T17:36:33,True,12.2461812619,417456,w21zs9f2,False,False,False,False,False,False,False,False,17,False,False
2092,y9yc-wmwx,9.8,11,r0hzk2lb,2021-03-31T11:16:09,True,85.4449892623,140182,w21z65u9,False,False,True,False,False,False,False,False,11,False,False
2093,n7no-mirw,94.58,26,sge0h5be,2021-03-20T19:42:10,True,14.5600519389,683683,w21zbz9y,False,False,False,False,False,False,False,False,19,False,False
2094,i1cb-az08,99.01,17,d0ovb5uv,2021-03-14T22:39:18,True,44.4617931612,419530,w21zs3wp,False,False,False,False,False,False,False,False,22,False,False
2095,a0py-qjhg,24.7,12,sgodr3xh,2021-03-16T21:24:12,True,21.8301993384,329776,w21ze1pj,False,False,False,False,False,False,False,False,21,False,False
2096,x3yr-51p9,20.9,14,sgax21d5,2021-03-26T11:34:20,True,271.3498752891,238879,w21z6wj8,False,False,False,False,False,False,False,False,11,False,False
2097,x5dx-23ko,45.75,12,sgcfn5gu,2021-03-06T12:14:05,True,45.5825994318,380040,w21z7zb6,False,False,False,False,False,False,False,False,12,False,False
2098,s2ob-nvx2,112.9,11,j4nfb3vu,2021-03-30T11:27:56,True,17.065406584,248342,w21z6ese,False,False,False,True,True,False,False,False,11,False,False
2099,d3nr-v2bt,44.76,17,z9uux8lm,2021-03-22T12:15:58,True,51.4359724404,530313,w21zu0w4,False,False,False,True,True,False,False,False,12,False,False
2100,y5qw-0zjs,42.56,10,h3ybk5ud,2021-03-31T22:45:17,True,55.262430939,,w21zvdnn,False,False,False,False,False,False,False,False,22,False,False
2101,x1rx-zfw6,74.6,10,u2mna1zn,2021-03-13T18:04:07,True,39.2691654266,448909,w21zky5f,False,False,False,False,False,False,False,False,18,False,False
2102,m4dk-qwqc,19.8,11,p5imu5iq,2021-03-07T14:44:11,True,37.6787416965,651293,w21z8vpg,False,False,False,False,False,False,False,False,14,False,False
2103,e8jn-3omy,48.75,14,x9iae3fr,2021-03-01T17:04:09,True,30.0962050945,575584,w21zdy5m,False,False,False,False,False,False,False,False,17,False,False
2104,x3yw-sjpj,27.2,15,sgpso9dn,2021-03-11T13:11:52,True,43.0897246584,530533,w21zu4e8,False,False,False,False,False,False,False,False,13,False,False
2105,x5dx-qnuq,63.16,10,i2onp8ep,2021-03-07T02:00:28,True,60.7040266468,387949,w21zkp9d,False,False,False,False,False,False,False,False,2,False,False
2106,y5qw-4bqn,78.48,10,sgrvr8es,2021-03-24T14:07:57,True,229.4940772751,506889,w21ztye5,False,False,False,False,False,False,False,False,14,False,False
2107,q8ze-jasm,73.1,10,sgnpk1oh,2021-03-01T17:28:23,True,39.4171403562,588179,w21z9kx2,False,False,False,False,False,False,False,False,17,False,False
2108,i1cb-yp83,54.1,13,y5bso3zj,2021-03-12T11:13:29,True,43.1342301145,,w21zs3y2,False,False,False,False,False,False,False,False,11,False,False
2109,x6qu-m3j0,103.42,10,sgfl0kyb,2021-03-10T09:48:10,True,162.5137655745,589648,w21z9dwj,False,False,False,False,False,False,False,False,9,False,False
2110,x6qu-8v23,38.46,11,s7vxj5qe,2021-03-12T07:55:50,True,44.5247774723,598523,w21z9k3p,False,False,False,False,False,False,False,False,7,False,False
2111,n7no-7mna,39.0,10,i7bry3oo,2021-03-21T16:53:25,True,40.2200214257,,w21zbdzk,False,False,False,False,False,False,False,False,16,False,False
2112,i1cb-jtrf,45.7,13,b6lbb3ng,2021-03-15T23:42:19,False,33.3910766069,470773,w21zt5kb,False,False,False,False,False,False,False,False,23,False,False
2113,y9zp-n1gs,53.76,19,sgg74hke,2021-03-21T16:51:03,True,21.1852022891,276692,w21z3xck,False,False,False,False,True,False,False,False,16,False,False
2114,x1sy-2o2g,90.49,13,z7mpc7sw,2021-03-27T21:23:43,True,31.4565685384,730771,w23b1zrs,False,False,False,False,False,False,False,False,21,False,False
2115,q7ex-5xnt,29.5,11,r8myx7ok,2021-03-22T19:51:20,True,28.1466082318,298274,w21zdgb3,False,False,False,False,False,False,False,False,19,False,False
2116,x1sy-9lbd,35.8,12,x7cqu0mi,2021-03-08T09:59:47,True,55.2840993819,730721,w23b4nc5,False,False,True,False,False,False,False,False,9,False,False
2117,y2xz-rxmy,41.69,10,z1akc9cf,2021-03-27T20:04:48,True,29.1426176574,,w21z7hy6,False,False,False,False,False,False,False,False,20,False,False
2118,b8ds-vrhb,43.45,14,a2mpt7qa,2021-03-14T21:06:22,True,160.7149489795,822315,w23bh0r6,False,False,False,False,False,False,False,False,21,False,False
2119,y9pz-dnak,68.0,14,sgbbp2et,2021-03-09T18:17:54,True,61.4354065552,588196,w21z9q0s,False,False,False,False,False,False,False,False,18,False,False
2120,z9vb-iy99,24.75,10,f7opc5gk,2021-03-28T14:19:18,True,43.0559304671,762512,w23b4crr,False,False,False,False,False,True,False,False,14,False,False
2121,e8jn-x8nl,44.9,10,k4yys1ak,2021-04-01T02:55:47,True,44.8497452507,560635,w21zfgre,False,False,False,False,False,False,False,False,2,False,False
2122,x3yr-lphn,26.8,12,d6ugc4vm,2021-03-31T16:07:35,True,59.2816223321,309061,w21z6zkv,False,False,False,False,False,False,False,False,16,False,False
2123,x6qu-cevi,127.25,22,t5jsn7tx,2021-03-28T19:09:07,True,67.0282819024,667968,w21zc0qw,False,False,False,False,False,False,False,False,19,False,False
2124,x5dx-fr4h,81.15,10,d7fsq8ad,2021-03-06T12:59:26,True,36.7194064372,438049,w21zkh92,False,False,False,False,False,False,False,False,12,False,False
2125,y5qw-ntlc,25.79,10,c5iac2wh,2021-03-11T19:50:22,True,7.9455851184,528590,w21zsvvx,False,False,False,False,False,False,False,False,19,False,False
2126,y5qw-4rim,35.4,12,t1ojq1tc,2021-03-17T13:45:20,True,78.1027985302,510406,w21zvd45,False,False,False,False,False,False,False,False,13,False,False
2127,y5qw-agqn,50.02,10,sgyuq5rs,2021-03-18T21:18:11,True,32.1828059413,,w21zv371,False,False,False,False,False,False,False,False,21,False,False
2128,x8yk-chbp,80.05,20,sgoxh9zd,2021-03-12T17:26:23,False,20.283530906,767949,w23b4x5w,False,False,False,False,False,False,False,False,17,False,False
